"Sentence"	"Author"
"I always thought it such a sweet place, ma'am!"	"austen"
"And why does he regret it?Because he finds it has not answered towards himself."	"austen"
"One evening in particular, about a week after Colonel Brandon left the country, his heart seemed more than usually open to every feeling of attachment to the objects around him; and on Mrs. Dashwood's happening to mention her design of improving the cottage in the spring, he warmly opposed every alteration of a place which affection had established as perfect with him."	"austen"
"Had my mother given me some active profession when I was removed at eighteen from the care of Mr. Pratt, I thinknay, I am sure, it would never have happened; for though I left Longstaple with what I thought, at the time, a most unconquerable preference for his niece, yet had I then had any pursuit, any object to engage my time and keep me at a distance from her for a few months, I should very soon have outgrown the fancied attachment, especially by mixing more with the world, as in such case I must have done."	"austen"
"How much they must enjoy it!"	"austen"
"Why, their visit is but just begun!"	"austen"
"And books!Thomson, Cowper, Scottshe would buy them all over and over again: she would buy up every copy, I believe, to prevent their falling into unworthy hands; and she would have every book that tells her how to admire an old twisted tree."	"austen"
"I have not known you long to be sure, personally at least, but I have known you and all your family by description a great while; and as soon as I saw you, I felt almost as if you was an old acquaintance."	"austen"
"Marianne moved to the window It is Colonel Brandon!"	"austen"
"It was censure in common use, and easily given."	"austen"
"And so saying, she took the screens out of her sister-in-law's hands, to admire them herself as they ought to be admired."	"austen"
"cried Marianne, stepping hastily forward."	"austen"
"And now, after only ten minutes noticeGone too without intending to return!Something more than what he owned to us must have happened."	"austen"
"No; considering our situation, it was not strange."	"austen"
"Their dress was very smart, their manners very civil, they were delighted with the house, and in raptures with the furniture, and they happened to be so doatingly fond of children that Lady Middleton's good opinion was engaged in their favour before they had been an hour at the Park."	"austen"
"How could such a thought occur to you?"	"austen"
"But at last she found herself with some surprise, accosted by Miss Steele, who, though looking rather shy, expressed great satisfaction in meeting them, and on receiving encouragement from the particular kindness of Mrs. Jennings, left her own party for a short time, to join their's."	"austen"
"And even now, I cannot comprehend on what motive she acted, or what fancied advantage it could be to her, to be fettered to a man for whom she had not the smallest regard, and who had only two thousand pounds in the world."	"austen"
"The servant, who saw only that Miss Marianne was taken ill, had sense enough to call one of the maids, who, with Mrs. Dashwood's assistance, supported her into the other room."	"austen"
"He was so miserable when he left us at Longstaple, to go to you, that I was afraid you would think him quite ill. Did he come from your uncle's, then, when he visited us?"	"austen"
"She was first called to observe and approve him farther, by a reflection which Elinor chanced one day to make on the difference between him and his sister."	"austen"
"I was therefore entered at Oxford and have been properly idle ever since."	"austen"
"That is a material consideration undoubtedly."	"austen"
"It is now three years ago (she had just reached her fourteenth year,) that I removed her from school, to place her under the care of a very respectable woman, residing in Dorsetshire, who had the charge of four or five other girls of about the same time of life; and for two years I had every reason to be pleased with her situation."	"austen"
"After a pause of wonder, she exclaimed Four months!Have you known of this four months?"	"austen"
"Continual engagements at home and abroad, however, supplied all the deficiencies of nature and education; supported the good spirits of Sir John, and gave exercise to the good breeding of his wife."	"austen"
"Such conduct made them of course most exceedingly laughed at; but ridicule could not shame, and seemed hardly to provoke them."	"austen"
"That was what I said immediately."	"austen"
"said II cannot think who you mean."	"austen"
"The possibility of Colonel Brandon's arriving and finding her there, came across her."	"austen"
"He is the curate of the parish I dare say."	"austen"
"Mama, how shall we do without her?"	"austen"
"I had depended on her fortitude too far, and the blow was a severe onebut had her marriage been happy, so young as I then was, a few months must have reconciled me to it, or at least I should not have now to lament it."	"austen"
"How horrid all this is!"	"austen"
"A letter of proper submission!"	"austen"
"He was silent and grave."	"austen"
"The Parrys and Sandersons luckily are coming tonight you know, and that will amuse her."	"austen"
"But I do assure you it was so, for all that, and I will tell you how it happened."	"austen"
"Dear, dear Norland, said Elinor, probably looks much as it always does at this time of the year."	"austen"
"This was the season of happiness to Marianne."	"austen"
"The first month after their marriage was spent with their friend at the Mansion-house; from whence they could superintend the progress of the Parsonage, and direct every thing as they liked on the spot;could chuse papers, project shrubberies, and invent a sweep."	"austen"
"My astonishment!but it would be impossible to describe what I felt."	"austen"
"She had no such object for her lingering thoughts to fix on, she left no creature behind, from whom it would give her a moment's regret to be divided for ever, she was pleased to be free herself from the persecution of Lucy's friendship, she was grateful for bringing her sister away unseen by Willoughby since his marriage, and she looked forward with hope to what a few months of tranquility at Barton might do towards restoring Marianne's peace of mind, and confirming her own."	"austen"
"Indeed, answered Elinor, I have NOT forgotten it."	"austen"
"Had she tried to speak, or had she been conscious of half Mrs. Jennings's well-meant but ill-judged attentions to her, this calmness could not have been maintained; but not a syllable escaped her lips; and the abstraction of her thoughts preserved her in ignorance of every thing that was passing before her."	"austen"
"One meeting was unavoidable."	"austen"
"Well, Marianne, said Elinor, as soon as he had left them, for ONE morning I think you have done pretty well."	"austen"
"Why should you imagine, Elinor, that we did not go there, or that we did not see the house?"	"austen"
"Elinor was much more hurt by Marianne's warmth than she had been by what produced it; but Colonel Brandon's eyes, as they were fixed on Marianne, declared that he noticed only what was amiable in it, the affectionate heart which could not bear to see a sister slighted in the smallest point."	"austen"
"Elinor, pleased to have her governed for a moment by such a motive, though believing it hardly possible that she could sit out the dinner, said no more; and adjusting her dress for her as well as she could, while Marianne still remained on the bed, was ready to assist her into the dining room as soon as they were summoned to it."	"austen"
"Truth obliged her to acknowledge some small share in the action, but she was at the same time so unwilling to appear as the benefactress of Edward, that she acknowledged it with hesitation; which probably contributed to fix that suspicion in his mind which had recently entered it."	"austen"
"Such an evening!I ran away from you all as soon as I could; but not before I had seen Marianne's sweet face as white as death.THAT was the last, last look I ever had of her;the last manner in which she appeared to me."	"austen"
"It has been, it is a most cruel affliction."	"austen"
"In the evening, when they were all three together, Marianne began voluntarily to speak of him again;but that it was not without an effort, the restless, unquiet thoughtfulness in which she had been for some time previously sittingher rising colour, as she spoke,and her unsteady voice, plainly shewed."	"austen"
"She walked eagerly on as she spoke; and Elinor, to screen Marianne from particularity, as she felt almost certain of its not being Willoughby, quickened her pace and kept up with her."	"austen"
"Beyond THAT, had you endeavoured, however reasonably, to abridge HIS enjoyments, is it not to be feared, that instead of prevailing on feelings so selfish to consent to it, you would have lessened your own influence on his heart, and made him regret the connection which had involved him in such difficulties?"	"austen"
"You will be under the care of a motherly good sort of woman, of whose kindness to you I can have no doubt."	"austen"
"Every thing in her household arrangements was conducted on the most liberal plan, and excepting a few old city friends, whom, to Lady Middleton's regret, she had never dropped, she visited no one to whom an introduction could at all discompose the feelings of her young companions."	"austen"
"But it was neither in Elinor's power, nor in her wish, to rouse such feelings in another, by her retailed explanation, as had at first been called forth in herself."	"austen"
"I should always be happy, replied Elinor, to show any mark of my esteem and friendship for Mr. Ferrars; but do you not perceive that my interest on such an occasion would be perfectly unnecessary?"	"austen"
"They were to meet Mrs. Ferrars; but Elinor could not learn whether her sons were to be of the party."	"austen"
"What can you have to do in town at this time of year?"	"austen"
"She explained the situation."	"austen"
"I forget what it was now, but it was something so droll!"	"austen"
"So do I.He is such a charming man, that it is quite a pity he should be so grave and so dull."	"austen"
"Elinor's thanks followed this speech with grateful earnestness; attended too with the assurance of her expecting material advantage to Marianne, from the communication of what had passed."	"austen"
"Her smile however changed to a sigh when she remembered that promise to Willoughby was yet unfulfilled, and feared she had that to communicate which might again unsettle the mind of Marianne, and ruin at least for a time this fair prospect of busy tranquillity."	"austen"
"I do not care if it IS the Doctor's favourite colour."	"austen"
"Then, lowering her voice a little, she said to Elinor, She is his natural daughter."	"austen"
"When your father and mother moved to Norland, though the furniture of Stanhill was sold, all the china, plate, and linen was saved, and is now left to your mother."	"austen"
"The openness and heartiness of her manner more than atoned for that want of recollection and elegance which made her often deficient in the forms of politeness; her kindness, recommended by so pretty a face, was engaging; her folly, though evident was not disgusting, because it was not conceited; and Elinor could have forgiven every thing but her laugh."	"austen"
"are you never to hear yourself praised!Then you must be no friend of mine; for those who will accept of my love and esteem, must submit to my open commendation."	"austen"
"Dr. Davies was coming to town, and so we thought we'd join him in a post-chaise; and he behaved very genteelly, and paid ten or twelve shillings more than we did."	"austen"
"Indeed I believe you, replied Elinor; but I am very sure that Colonel Brandon has not the smallest wish of marrying ME."	"austen"
"Should not you, Marianne?"	"austen"
"When there, though looking most wretchedly, she ate more and was calmer than her sister had expected."	"austen"
"Has she run away because we are come?"	"austen"
"Colonel Brandon is certainly younger than Mrs. Jennings, but he is old enough to be MY father; and if he were ever animated enough to be in love, must have long outlived every sensation of the kind."	"austen"
"Her mother's affliction was hardly less, and Elinor was the only one of the three, who seemed to consider the separation as any thing short of eternal."	"austen"
"Something so strange!"	"austen"
"Marianne's eagerness to be gone declared her dependence on finding him there; and Elinor was resolved not only upon gaining every new light as to his character which her own observation or the intelligence of others could give her, but likewise upon watching his behaviour to her sister with such zealous attention, as to ascertain what he was and what he meant, before many meetings had taken place."	"austen"
"Perhaps Fanny thought for a moment that her mother had been quite rude enough,for, colouring a little, she immediately said, They are very pretty, ma'aman't they?"	"austen"
"At Marlborough!cried Elinor, more and more at a loss to understand what he would be at."	"austen"
"Upon my soul it is,was his answer, with a warmth which brought all the former Willoughby to her remembrance, and in spite of herself made her think him sincere."	"austen"
"Colonel Brandon tell you of it!"	"austen"
"Will you be so good as to tell him that the living of Delaford, now just vacant, as I am informed by this day's post, is his, if he think it worth his acceptancebut THAT, perhaps, so unfortunately circumstanced as he is now, it may be nonsense to appear to doubt; I only wish it were more valuable."	"austen"
"'My dear Madam,' I always say to her, 'you must make yourself easy."	"austen"
"Elinor found, when the evening was over, that disposition is not materially altered by a change of abode, for although scarcely settled in town, Sir John had contrived to collect around him, nearly twenty young people, and to amuse them with a ball."	"austen"
"Four years you have been engaged, said she with a firm voice."	"austen"
"And then sitting down again, she very soon forgot that there were any such things in the room."	"austen"
"The evening passed off in the equal indulgence of feeling."	"austen"
"When you leave Barton to form your own establishment in a more lasting home, Queen Mab shall receive you."	"austen"
"Margaret, the other sister, was a good-humored, well-disposed girl; but as she had already imbibed a good deal of Marianne's romance, without having much of her sense, she did not, at thirteen, bid fair to equal her sisters at a more advanced period of life."	"austen"
"Could he ever be tolerably happy with Lucy Steele; could he, were his affection for herself out of the question, with his integrity, his delicacy, and well-informed mind, be satisfied with a wife like herilliterate, artful, and selfish?"	"austen"
"My poor little girl would be sadly disappointed, I know, if the basket was not finished tomorrow, for though I told her it certainly would not, I am sure she depends upon having it done."	"austen"
"Elinor, affected by his relation, and still more by his distress, could not speak."	"austen"
"And I really believe he HAS the most delicate conscience in the world; the most scrupulous in performing every engagement, however minute, and however it may make against his interest or pleasure."	"austen"
"Come, Miss Marianne, let us strike hands upon the bargain, and if Miss Dashwood will change her mind by and bye, why so much the better."	"austen"
"And yet it is not very unlikely."	"austen"
"As Elinor was certain of seeing her in a couple of minutes, without taking that liberty, she begged to be excused."	"austen"
"In his marrying such a woman therefore there would be nothing unsuitable."	"austen"
"Yet such was the case."	"austen"
"I admire them much more if they are tall, straight, and flourishing."	"austen"
"I am sure, for my part, I should never have known he DID like it better than any other colour, if he had not happened to say so."	"austen"
"The children are all hanging about her already, as if she was an old acquaintance."	"austen"
"Marianne was restored to her from a danger in which, as she now began to feel, her own mistaken judgment in encouraging the unfortunate attachment to Willoughby, had contributed to place her;and in her recovery she had yet another source of joy unthought of by Elinor."	"austen"
"She was supported into the drawing-room between her daughter and her friend;and there, shedding tears of joy, though still unable to speak, embraced Elinor again and again, turning from her at intervals to press Colonel Brandon's hand, with a look which spoke at once her gratitude, and her conviction of his sharing with herself in the bliss of the moment."	"austen"
"CHAPTER 4 What a pity it is, Elinor, said Marianne, that Edward should have no taste for drawing."	"austen"
"CHAPTER 34 Mrs. John Dashwood had so much confidence in her husband's judgment, that she waited the very next day both on Mrs. Jennings and her daughter; and her confidence was rewarded by finding even the former, even the woman with whom her sisters were staying, by no means unworthy her notice; and as for Lady Middleton, she found her one of the most charming women in the world!"	"austen"
"It chiefly consisted of household linen, plate, china, and books, with a handsome pianoforte of Marianne's."	"austen"
"Lucy's marriage, the unceasing and reasonable wonder among them all, formed of course one of the earliest discussions of the lovers;and Elinor's particular knowledge of each party made it appear to her in every view, as one of the most extraordinary and unaccountable circumstances she had ever heard."	"austen"
"But every circumstance that could embitter such an evil seemed uniting to heighten the misery of Marianne in a final separation from Willoughbyin an immediate and irreconcilable rupture with him."	"austen"
"He had met Mrs. Jennings at the door in her way to the carriage, as he came to leave his farewell card; and she, after apologising for not returning herself, had obliged him to enter, by saying that Miss Dashwood was above, and wanted to speak with him on very particular business."	"austen"
"When he was present she had no eyes for any one else."	"austen"
"And yet two thousand a-year is a very moderate income, said Marianne."	"austen"
"My peace of mind is doubly involved in it;for not only is it horrible to suspect a person, who has been what HE has been to ME, of such designs,but what must it make me appear to myself?What in a situation like mine, but a most shamefully unguarded affection could expose me to How then, asked her sister, would you account for his behaviour?"	"austen"
"They speedily discovered that their enjoyment of dancing and music was mutual, and that it arose from a general conformity of judgment in all that related to either."	"austen"
"Had I known as much half an hour agoBut since I AM here,speaking with a forced vivacity as he returned to his seatwhat does it signify?For once, Miss Dashwoodit will be the last time, perhapslet us be cheerful together.I am in a fine mood for gaiety."	"austen"
"A man must pay for his convenience; and it HAS cost me a vast deal of money."	"austen"
"Mrs. Palmer appeared quite well, and I am commissioned to tell you, that you will certainly see her to-morrow."	"austen"
"I should guess so, said Elinor, with a smile, from what I have witnessed this morning."	"austen"
"It will be quite delightful, I declare!"	"austen"
"Now, I can think and speak of it with little emotion."	"austen"
"That a gentleman, whom I had reason to thinkin short, that a man, whom I KNEW to be engagedbut how shall I tell you?"	"austen"
"Every thing was explained to him by Mrs. Dashwood, and he found fresh reason to rejoice in what he had done for Mr. Ferrars, since eventually it promoted the interest of Elinor."	"austen"
"His circumstances are now unembarrassedhe suffers from no evil of that kind; and he thinks only that he has married a woman of a less amiable temper than yourself."	"austen"
"Elinor made no answer."	"austen"
"Fanny is in her own room, I suppose, said he:I will go to her presently, for I am sure she will not have the least objection in the world to seeing YOU."	"austen"
"What I am now doing indeed, seems nothing at all, since it can advance him so little towards what must be his principal, his only object of happiness."	"austen"
"But, in return, your sister must allow me to feel no more than I profess."	"austen"
"They contained a noble piece of water; a sail on which was to a form a great part of the morning's amusement; cold provisions were to be taken, open carriages only to be employed, and every thing conducted in the usual style of a complete party of pleasure."	"austen"
"I was young once, but I never was very handsomeworse luck for me."	"austen"
"Marianne had left the room before the conversation began."	"austen"
"And I do not think Mr. Ferrars can be displeased, when he knows I have trusted you, because I know he has the highest opinion in the world of all your family, and looks upon yourself and the other Miss Dashwoods quite as his own sisters.She paused."	"austen"
"Mrs. Palmer, in her way, was equally angry."	"austen"
"She had little difficulty in understanding thus much of her rival's intentions, and while she was firmly resolved to act by her as every principle of honour and honesty directed, to combat her own affection for Edward and to see him as little as possible; she could not deny herself the comfort of endeavouring to convince Lucy that her heart was unwounded."	"austen"
"I gave him a lock of my hair set in a ring when he was at Longstaple last, and that was some comfort to him, he said, but not equal to a picture."	"austen"
"I have just received my dispatches, and taken my farewell of Allenham; and by way of exhilaration I am now come to take my farewell of you."	"austen"
"Certainly, said Elinor; and assisted by her liberality, I hope you may yet live to be in easy circumstances."	"austen"
"I have only to hope that they may be proportionately short."	"austen"
"Here comes Marianne, cried Sir John."	"austen"
"Marianne entered the house with a heart swelling with emotion from the consciousness of being only eighty miles from Barton, and not thirty from Combe Magna; and before she had been five minutes within its walls, while the others were busily helping Charlotte to show her child to the housekeeper, she quitted it again, stealing away through the winding shrubberies, now just beginning to be in beauty, to gain a distant eminence; where, from its Grecian temple, her eye, wandering over a wide tract of country to the south-east, could fondly rest on the farthest ridge of hills in the horizon, and fancy that from their summits Combe Magna might be seen."	"austen"
"I must not tell, ma'am."	"austen"
"But yethe is not the kind of young manthere is something wantinghis figure is not striking; it has none of that grace which I should expect in the man who could seriously attach my sister."	"austen"
"When do you write to Colonel Brandon, ma'am?"	"austen"
"repeated Edwardbut why must you have hunters?"	"austen"
"He imagined, and calmly could he imagine it, that her extravagance, and consequent distress, had obliged her to dispose of it for some immediate relief."	"austen"
"I could hardly keep my seat."	"austen"
"On every formal visit a child ought to be of the party, by way of provision for discourse."	"austen"
"Elinor's thoughts were full of what might be passing in Berkeley Street during their absence; but a moment's glance at her sister when they returned was enough to inform her, that Willoughby had paid no second visit there."	"austen"
"His estate had been rated by Sir John at about six or seven hundred a year; but he lived at an expense to which that income could hardly be equal, and he had himself often complained of his poverty."	"austen"
"You tell me that she has forgiven me already."	"austen"
"Mrs. Robert Ferrars!was repeated by Marianne and her mother in an accent of the utmost amazement;and though Elinor could not speak, even HER eyes were fixed on him with the same impatient wonder."	"austen"
"You will find me a very awkward narrator, Miss Dashwood; I hardly know where to begin."	"austen"
"I am sure you think me very strange, for enquiring about her in such a way, said Lucy, eyeing Elinor attentively as she spoke; but perhaps there may be reasonsI wish I might venture; but however I hope you will do me the justice of believing that I do not mean to be impertinent."	"austen"
"It was only the last time they met that he had offered him one of Folly's puppies!"	"austen"
"Even now her self-command is invariable."	"austen"
"The pianoforte at which Marianne, wrapped up in her own music and her own thoughts, had by this time forgotten that any body was in the room besides herself, was luckily so near them that Miss Dashwood now judged she might safely, under the shelter of its noise, introduce the interesting subject, without any risk of being heard at the card-table."	"austen"
"Her manners gave some re-assurance to Edward, and he had courage enough to sit down; but his embarrassment still exceeded that of the ladies in a proportion, which the case rendered reasonable, though his sex might make it rare; for his heart had not the indifference of Lucy's, nor could his conscience have quite the ease of Elinor's."	"austen"
"If her sisters intended to walk on the downs, she directly stole away towards the lanes; if they talked of the valley, she was as speedy in climbing the hills, and could never be found when the others set off."	"austen"
"Born to the prospect of such affluence!"	"austen"
"Colonel Brandon, the friend of Sir John, seemed no more adapted by resemblance of manner to be his friend, than Lady Middleton was to be his wife, or Mrs. Jennings to be Lady Middleton's mother."	"austen"
"Why they WERE different, Robert exclaimed to her himself in the course of a quarter of an hour's conversation; for, talking of his brother, and lamenting the extreme GAUCHERIE which he really believed kept him from mixing in proper society, he candidly and generously attributed it much less to any natural deficiency, than to the misfortune of a private education; while he himself, though probably without any particular, any material superiority by nature, merely from the advantage of a public school, was as well fitted to mix in the world as any other man."	"austen"
"Whom do you mean, ma'am?"	"austen"
"With what indignation such a letter as this must be read by Miss Dashwood, may be imagined."	"austen"
"You would not have gone, however, said Elinor, recovering herself, and determined to get over what she so much dreaded as soon as possible, without receiving our good wishes, even if we had not been able to give them in person."	"austen"
"This was all overheard by Miss Dashwood; and in the whole of the sentence, in his manner of pronouncing it, and in his addressing her sister by her Christian name alone, she instantly saw an intimacy so decided, a meaning so direct, as marked a perfect agreement between them."	"austen"
"The old walnut trees are all come down to make room for it."	"austen"
"Men are very safe with us, let them be ever so rich."	"austen"
"Well, said he, we have brought you some strangers."	"austen"
"Her guardians, my dear."	"austen"
"Elinor was pleased that he had called; and still more pleased that she had missed him."	"austen"
"Elinor, unable herself to determine whether it were better for Marianne to be in London or at Barton, offered no counsel of her own except of patience till their mother's wishes could be known; and at length she obtained her sister's consent to wait for that knowledge."	"austen"
"Between Barton and Delaford, there was that constant communication which strong family affection would naturally dictate;and among the merits and the happiness of Elinor and Marianne, let it not be ranked as the least considerable, that though sisters, and living almost within sight of each other, they could live without disagreement between themselves, or producing coolness between their husbands."	"austen"
"Lucy does not want sense, and that is the foundation on which every thing good may be built.And after all, Marianne, after all that is bewitching in the idea of a single and constant attachment, and all that can be said of one's happiness depending entirely on any particular person, it is not meantit is not fitit is not possible that it should be so."	"austen"
"But perhaps you young ladies may not care about the beaux, and had as lief be without them as with them."	"austen"
"Mr. Palmer maintained the common, but unfatherly opinion among his sex, of all infants being alike; and though she could plainly perceive, at different times, the most striking resemblance between this baby and every one of his relations on both sides, there was no convincing his father of it; no persuading him to believe that it was not exactly like every other baby of the same age; nor could he even be brought to acknowledge the simple proposition of its being the finest child in the world."	"austen"
"But that was not smart enough for my family."	"austen"
"You must be very much altered indeed since we parted, if that could be the case, and you not there."	"austen"
"Lord bless you, my dear!Sure you do not mean to persuade me that the Colonel only marries you for the sake of giving ten guineas to Mr. Ferrars!"	"austen"
"Marianne had promised to be guided by her mother's opinion, and she submitted to it therefore without opposition, though it proved perfectly different from what she wished and expected, though she felt it to be entirely wrong, formed on mistaken grounds, and that by requiring her longer continuance in London it deprived her of the only possible alleviation of her wretchedness, the personal sympathy of her mother, and doomed her to such society and such scenes as must prevent her ever knowing a moment's rest."	"austen"
"She saw them in an instant in their parsonage-house; saw in Lucy, the active, contriving manager, uniting at once a desire of smart appearance with the utmost frugality, and ashamed to be suspected of half her economical practices;pursuing her own interest in every thought, courting the favour of Colonel Brandon, of Mrs. Jennings, and of every wealthy friend."	"austen"
"But I have just left Marianne in bed, and, I hope, almost asleep; and as I think nothing will be of so much service to her as rest, if you will give me leave, I will drink the wine myself."	"austen"
"Early in February, within a fortnight from the receipt of Willoughby's letter, Elinor had the painful office of informing her sister that he was married."	"austen"
"But Marianne, who saw his agitation, and could easily trace it to whatever cause best pleased herself, was perfectly satisfied, and soon talked of something else."	"austen"
"Yes, I saw every note that passed."	"austen"
"Time, a very little time, I tell him, will do everything;Marianne's heart is not to be wasted for ever on such a man as Willoughby."	"austen"
"Their party was now farther reduced; for Mr. Palmer, though very unwilling to go as well from real humanity and good-nature, as from a dislike of appearing to be frightened away by his wife, was persuaded at last by Colonel Brandon to perform his promise of following her; and while he was preparing to go, Colonel Brandon himself, with a much greater exertion, began to talk of going likewise.Here, however, the kindness of Mrs. Jennings interposed most acceptably; for to send the Colonel away while his love was in so much uneasiness on her sister's account, would be to deprive them both, she thought, of every comfort; and therefore telling him at once that his stay at Cleveland was necessary to herself, that she should want him to play at piquet of an evening, while Miss Dashwood was above with her sister, &c. she urged him so strongly to remain, that he, who was gratifying the first wish of his own heart by a compliance, could not long even affect to demur; especially as Mrs. Jennings's entreaty was warmly seconded by Mr. Palmer, who seemed to feel a relief to himself, in leaving behind him a person so well able to assist or advise Miss Dashwood in any emergence."	"austen"
"Towards the evening Marianne became ill again, growing more heavy, restless, and uncomfortable than before."	"austen"
"As this silence continued, every day made it appear more strange and more incompatible with the disposition of both."	"austen"
"CHAPTER 36 Within a few days after this meeting, the newspapers announced to the world, that the lady of Thomas Palmer, Esq."	"austen"
"Elinor had often wished for an opportunity of attempting to weaken her mother's dependence on the attachment of Edward and herself, that the shock might be less when the whole truth were revealed, and now on this attack, though almost hopeless of success, she forced herself to begin her design by saying, as calmly as she could, I like Edward Ferrars very much, and shall always be glad to see him; but as to the rest of the family, it is a matter of perfect indifference to me, whether I am ever known to them or not."	"austen"
"The hills which surrounded the cottage terminated the valley in that direction; under another name, and in another course, it branched out again between two of the steepest of them."	"austen"
"What Elinor said in reply she could not distinguish, but judged from the motion of her lips, that she did not think THAT any material objection;and Mrs. Jennings commended her in her heart for being so honest."	"austen"
"To this Elinor had no answer to make, and did not attempt any."	"austen"
"She found that she had been misled by the careful, the considerate attention of her daughter, to think the attachment, which once she had so well understood, much slighter in reality, than she had been wont to believe, or than it was now proved to be."	"austen"
"But that it was so, had not only been declared by Lucy's eyes at the time, but was declared over again the next morning more openly, for at her particular desire, Lady Middleton set her down in Berkeley Street on the chance of seeing Elinor alone, to tell her how happy she was."	"austen"
"And now to be sure you will be in no hurry to be gone."	"austen"
"How can you say so, Anne?"	"austen"
"I could rather believe every creature of my acquaintance leagued together to ruin me in his opinion, than believe his nature capable of such cruelty."	"austen"
"No, replied he, with sudden consciousness, not to find it in YOU; for I cannot be ignorant that to you, to your goodness, I owe it all.I feel itI would express it if I couldbut, as you well know, I am no orator."	"austen"
"But what could I do!we were engaged, every thing in preparation, the day almost fixedBut I am talking like a fool."	"austen"
"A party was formed this evening for going on the following day to see a very fine place about twelve miles from Barton, belonging to a brother-in-law of Colonel Brandon, without whose interest it could not be seen, as the proprietor, who was then abroad, had left strict orders on that head."	"austen"
"He joined her and Marianne in the breakfast-room the next morning before the others were down; and Marianne, who was always eager to promote their happiness as far as she could, soon left them to themselves."	"austen"
"Nothing escaped HER minute observation and general curiosity; she saw every thing, and asked every thing; was never easy till she knew the price of every part of Marianne's dress; could have guessed the number of her gowns altogether with better judgment than Marianne herself, and was not without hopes of finding out before they parted, how much her washing cost per week, and how much she had every year to spend upon herself."	"austen"
"Elinor encouraged her as much as possible to talk of what she felt; and before breakfast was ready, they had gone through the subject again and again; and with the same steady conviction and affectionate counsel on Elinor's side, the same impetuous feelings and varying opinions on Marianne's, as before."	"austen"
"Colonel Brandon, I think, lodges in St. James Street, said he, soon afterwards, rising from his chair."	"austen"
"But it would have been more like Willoughby to acknowledge them at once."	"austen"
"She had nothing to say one day that she had not said the day before."	"austen"
"It was the desire of appearing superior to other people."	"austen"
"Their journey was safely performed."	"austen"
"She might in time regain tranquillity; but HE, what had he to look forward to?"	"austen"
"She would have been ashamed to look her family in the face the next morning, had she not risen from her bed in more need of repose than when she lay down in it."	"austen"
"Dear Ma'am, replied Elinor, smiling at the difference of the complaints for which it was recommended, how good you are!"	"austen"
"And drawing him a little aside, she whispered her persuasion that Lucy could not stay much longer."	"austen"
"Edward had been staying several weeks in the house before he engaged much of Mrs. Dashwood's attention; for she was, at that time, in such affliction as rendered her careless of surrounding objects."	"austen"
"I warrant you, Miss Marianne would have been ready to wait till matters came round."	"austen"
"Lady Elliott was delighted with the thought."	"austen"
"Pray, pray be composed, cried Elinor, and do not betray what you feel to every body present."	"austen"
"From Willoughby their expression was at first held back, by the embarrassment which the remembrance of his assistance created."	"austen"
"You wrong her exceedingly."	"austen"
"your sister-in-law's brother, Miss Dashwood?"	"austen"
"She feared it was a strengthening regard."	"austen"
"If your sentiments are no longer what they were, you will return my notes, and the lock of my hair which is in your possession."	"austen"
"After a few moments' chat, John Dashwood, recollecting that Fanny was yet uninformed of her sister's being there, quitted the room in quest of her; and Elinor was left to improve her acquaintance with Robert, who, by the gay unconcern, the happy self-complacency of his manner while enjoying so unfair a division of his mother's love and liberality, to the prejudice of his banished brother, earned only by his own dissipated course of life, and that brother's integrity, was confirming her most unfavourable opinion of his head and heart."	"austen"
"Have you forgot, Marianne, how many pleasant days we have owed to them?"	"austen"
"Miss Marianne must not expect to have all the men to herself."	"austen"
"It is not every one, said Elinor, who has your passion for dead leaves."	"austen"
"I suppose you will go and stay with your brother and sister, Miss Dashwood, when they come to town, said Lucy, returning, after a cessation of hostile hints, to the charge."	"austen"
"It was a contrast which recommended him most forcibly to her mother."	"austen"
"How does Mrs. Dashwood do?"	"austen"
"And last night he was with us so happy, so cheerful, so affectionate?"	"austen"
"You may well be surprised, continued Lucy; for to be sure you could have had no idea of it before; for I dare say he never dropped the smallest hint of it to you or any of your family; because it was always meant to be a great secret, and I am sure has been faithfully kept so by me to this hour."	"austen"
"Just the kind of girl I should suppose likely to captivate poor Edward."	"austen"
"He never tells me any thing!"	"austen"
"My love, said her mother, you must not be offended with Elinorshe was only in jest."	"austen"
"Marianne was silent; it was impossible for her to say what she did not feel, however trivial the occasion; and upon Elinor therefore the whole task of telling lies when politeness required it, always fell."	"austen"
"You speak very properly."	"austen"
"I do not mean to talk to you of what my feelings have been for him, but what they are NOW.At present, if I could be satisfied on one point, if I could be allowed to think that he was not ALWAYS acting a part, not ALWAYS deceiving me;but above all, if I could be assured that he never was so VERY wicked as my fears have sometimes fancied him, since the story of that unfortunate girl She stopt."	"austen"
"I could not be happy with a man whose taste did not in every point coincide with my own."	"austen"
"What am I to tell you?"	"austen"
"Colonel Brandon's delicate, unobtrusive enquiries were never unwelcome to Miss Dashwood."	"austen"
"And when she has forgiven you, perhaps a little humility may be convenient while acknowledging a second engagement, almost as imprudent in HER eyes as the first."	"austen"
"I am much concerned to find there was anything in my behaviour last night that did not meet your approbation; and though I am quite at a loss to discover in what point I could be so unfortunate as to offend you, I entreat your forgiveness of what I can assure you to have been perfectly unintentional."	"austen"
